Location,Zip Code,Gender,Language,Product Name,Payment Method,Clickstream Data,Search Query,Bounce Rate,Survey Response,Device Type,Browser Type,Operating System,COGS,Revenue Trend,Expense Breakdown,Region-wise Revenue Contribution,Customer ID,Transaction Date,Previous Category,Labor Cost,Raw Material Cost,Shipping Cost,Awareness Stage,Consideration Stage,Intent Stage,Return Requests,Out of Stock Occurrences,Defective Complaints,Churn Reason,Product Price,Chargebacks,Number of Chargebacks,Order Shipment Time,Placement Time,Delivery Time,Delivery Delays,Reason for Delivery Delays,Return Due to Delivery Issues,Payment & Transaction Failures,Reasons for Payment Failure,source,Retailer_Name,Store_Location_City,Store_Location_Country,Category,Seasonal_Trend,Stock_Availability,Shelf_Space_Allocation,Repeat_Purchase_Rate,Basket_Size,Cross_Purchased_Products,Brand_Substitution_Rate,Category_Share_in_Retailer_Sales,Competitor_Promotion_Impact,Retail_Foot_Traffic,In_Store_Advertising_Effectiveness,Product_Issue_Reported,Campaign_Exposure,Return_Flag,Purchase_Frequency,Product_Views,Wishlist_Adds,Delivery_Location_City,Delivery_Location_Country,Shipping_Method,Return_Refund_Rate,Order_Fulfillment_Time,Ad_Clicks,Coupon_Code_Usage,Product_Bundling_Preferences,Churn_Risk,Repeat_Purchase_Decline,Discounted,Return_Rate,Defective_Flag
UK,54374,Other,English,Generic Product,Credit Card,11,Snacks,77.29,Negative,Tablet,Firefox,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-11-18,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,1,0,0,4,1,0,Other,7.93,2,1,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Ecommerce Data,Generic Retailer,New York,India,Snacks,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,9,28,2,Berlin,India,Express,0.59,00:09:00,3,3,Chocolate & Biscuits,High,95.99,True,13.6,1
Brazil,54374,Other,English,Generic Product,PayPal,10,Snacks,49.0,Negative,Desktop,Chrome,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-10-19,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,1,1,0,4,1,0,Other,36.62,2,1,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Ecommerce Data,Generic Retailer,New York,India,Snacks,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,4,53,0,New York,Australia,Express,0.5,00:04:00,13,4,Candy & Gum,Low,33.5,True,7.42,1
Australia,54374,Other,English,Generic Product,Debit Card,17,Chocolate,39.9,Negative,Tablet,Firefox,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-11-21,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,0,0,1,4,1,0,Other,6.59,2,1,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Ecommerce Data,Generic Retailer,New York,India,Candy,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,8,3,1,São Paulo,Australia,Express,0.94,00:10:00,8,3,Beverages & Snacks,High,77.85,True,7.77,1
USA,54374,Other,English,Generic Product,PayPal,7,Candy,30.89,Negative,Desktop,Chrome,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2025-01-23,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,1,0,0,4,1,0,Other,4.83,2,1,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Ecommerce Data,Generic Retailer,New York,India,Biscuits,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,2,43,1,São Paulo,USA,Standard,0.87,00:09:00,4,0,Chocolate & Biscuits,High,85.54,False,26.27,1
USA,54374,Other,English,Generic Product,Cash on Delivery,18,Biscuits,34.67,Negative,Desktop,Edge,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-09-29,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,0,0,0,4,1,0,Other,26.09,2,1,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Ecommerce Data,Generic Retailer,New York,India,Snacks,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,3,51,2,Sydney,Brazil,Express,0.27,00:06:00,11,3,Beverages & Snacks,Low,43.56,False,15.45,1
USA,54374,Other,English,Generic Product,UPI,16,Candy,69.97,Negative,Desktop,Safari,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-10-31,Electronics,274.78623657940364,554.5922454579821,54.92351542889382,0,1,0,4,1,0,Other,2.26,2,1,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Ecommerce Data,Generic Retailer,New York,India,Snacks,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,2,24,0,Mumbai,India,Standard,0.87,00:08:00,18,3,Candy & Gum,High,37.82,True,21.88,1
Germany,54374,Other,English,Generic Product,Cash on Delivery,9,Gum,56.86,Negative,Tablet,Safari,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2025-01-19,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,0,1,1,4,1,0,Other,36.58,2,1,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Ecommerce Data,Generic Retailer,New York,India,Candy,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,8,69,0,São Paulo,Germany,Standard,0.23,00:08:00,17,4,Candy & Gum,High,74.77,False,1.07,1
Germany,54374,Other,English,Generic Product,Cash on Delivery,10,Biscuits,74.79,Negative,Tablet,Firefox,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-11-18,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,1,1,0,4,1,0,Other,2.7,2,1,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Ecommerce Data,Generic Retailer,New York,India,Snacks,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,1,52,3,London,Germany,Standard,0.41,00:03:00,16,2,Beverages & Snacks,Low,91.29,True,10.95,0
India,54374,Other,English,Generic Product,Cash on Delivery,6,Snacks,33.92,Negative,Desktop,Chrome,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-12-07,Electronics,274.78623657940364,554.5922454579821,54.92351542889382,1,1,0,4,1,0,Other,26.78,2,1,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Ecommerce Data,Generic Retailer,New York,India,Gum,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,9,36,2,Mumbai,Australia,Express,0.41,00:09:00,15,3,Candy & Gum,High,75.49,True,14.38,0
Germany,54374,Other,English,Generic Product,PayPal,8,Chocolate,27.27,Negative,Tablet,Safari,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2025-02-17,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,1,0,0,4,1,0,Other,48.06,2,1,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Ecommerce Data,Generic Retailer,New York,India,Snacks,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,4,92,2,São Paulo,UK,Standard,0.43,00:04:00,9,0,Beverages & Snacks,Low,22.71,True,5.59,1
UK,54374,Other,English,Generic Product,PayPal,15,Gum,20.37,Negative,Mobile,Edge,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-10-19,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,1,0,0,4,1,0,Other,12.09,2,1,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Ecommerce Data,Generic Retailer,New York,India,Snacks,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,4,71,0,New York,Germany,Standard,0.15,00:05:00,20,1,Beverages & Snacks,Low,88.83,True,3.61,1
Brazil,54374,Other,English,Generic Product,Debit Card,3,Chocolate,50.47,Negative,Mobile,Edge,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-12-10,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,0,1,1,4,1,0,Other,17.38,2,1,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Ecommerce Data,Generic Retailer,New York,India,Snacks,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,9,28,2,London,Brazil,Express,0.57,00:04:00,15,1,Chocolate & Biscuits,Low,38.76,True,26.11,0
Germany,54374,Other,English,Generic Product,PayPal,4,Biscuits,79.9,Negative,Mobile,Edge,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-09-04,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,0,1,1,4,1,0,Other,47.27,2,1,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Ecommerce Data,Generic Retailer,New York,India,Beverages,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,2,38,2,Sydney,Australia,Standard,0.19,00:06:00,18,5,Beverages & Snacks,Low,57.62,True,28.18,0
Germany,54374,Other,English,Generic Product,UPI,14,Biscuits,61.7,Negative,Mobile,Safari,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-12-17,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,1,0,0,4,1,0,Other,12.08,2,1,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Ecommerce Data,Generic Retailer,New York,India,Beverages,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,6,92,0,Mumbai,India,Express,0.03,00:06:00,11,4,Chocolate & Biscuits,Low,83.14,False,2.36,0
India,54374,Other,English,Generic Product,Cash on Delivery,6,Chocolate,38.5,Negative,Tablet,Chrome,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-12-07,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,0,1,1,4,1,0,Other,5.82,2,1,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Ecommerce Data,Generic Retailer,New York,India,Gum,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,2,2,1,London,Germany,Express,0.19,00:05:00,9,0,Candy & Gum,Low,18.84,False,10.47,0
Germany,54374,Other,English,Generic Product,Cash on Delivery,6,Chocolate,72.61,Negative,Desktop,Firefox,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-09-01,Electronics,274.78623657940364,554.5922454579821,54.92351542889382,1,1,0,4,1,0,Other,30.89,2,1,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Ecommerce Data,Generic Retailer,New York,India,Snacks,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,79,3,London,UK,Express,0.11,00:01:00,6,3,Beverages & Snacks,Low,78.45,False,28.75,0
Brazil,54374,Other,English,Generic Product,Debit Card,20,Snacks,66.9,Negative,Tablet,Edge,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2025-02-14,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,1,1,1,4,1,0,Other,27.85,2,1,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Ecommerce Data,Generic Retailer,New York,India,Gum,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,36,2,London,Germany,Standard,0.62,00:07:00,17,0,Candy & Gum,Low,59.62,True,2.49,0
Brazil,54374,Other,English,Generic Product,Credit Card,7,Biscuits,20.92,Negative,Mobile,Edge,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-11-30,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,0,1,0,4,1,0,Other,17.17,2,1,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Ecommerce Data,Generic Retailer,New York,India,Snacks,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,1,56,2,London,UK,Standard,0.39,00:07:00,15,4,Candy & Gum,Low,89.33,True,19.31,0
Germany,54374,Other,English,Generic Product,Credit Card,1,Candy,69.01,Negative,Tablet,Firefox,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-12-04,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,1,1,1,4,1,0,Other,11.93,2,1,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Ecommerce Data,Generic Retailer,New York,India,Gum,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,10,78,0,São Paulo,Australia,Standard,0.63,00:05:00,10,1,Beverages & Snacks,Low,17.2,True,29.17,1
Germany,54374,Other,English,Generic Product,Cash on Delivery,2,Gum,38.03,Negative,Tablet,Edge,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-11-20,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,0,1,0,4,1,0,Other,25.51,2,1,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Ecommerce Data,Generic Retailer,New York,India,Biscuits,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,3,1,0,London,Brazil,Standard,0.95,00:10:00,9,5,Beverages & Snacks,High,42.07,False,29.35,0
Australia,54374,Other,English,Generic Product,Debit Card,1,Biscuits,28.98,Negative,Mobile,Chrome,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2025-02-26,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,0,0,0,4,1,0,Other,43.58,2,1,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Ecommerce Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,7,41,2,Sydney,India,Standard,0.95,00:03:00,2,4,Beverages & Snacks,Low,83.28,True,14.14,0
USA,54374,Other,English,Generic Product,Credit Card,14,Candy,33.58,Negative,Desktop,Edge,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2025-01-11,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,1,0,0,4,1,0,Other,44.04,2,1,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Ecommerce Data,Generic Retailer,New York,India,Beverages,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,1,5,1,Berlin,Germany,Express,0.9,00:08:00,14,3,Beverages & Snacks,High,1.92,False,4.88,0
USA,54374,Other,English,Generic Product,UPI,13,Gum,48.11,Negative,Tablet,Chrome,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-10-26,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,0,1,1,4,1,0,Other,6.81,2,1,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Ecommerce Data,Generic Retailer,New York,India,Gum,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,1,35,0,Berlin,UK,Standard,0.47,00:10:00,8,5,Beverages & Snacks,High,11.22,True,6.06,1
Brazil,54374,Other,English,Generic Product,Cash on Delivery,6,Chocolate,45.49,Negative,Tablet,Chrome,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-09-13,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,0,1,1,4,1,0,Other,12.13,2,1,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Ecommerce Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,7,66,1,Mumbai,Germany,Express,0.25,00:05:00,17,1,Candy & Gum,Low,99.06,False,26.69,1
Australia,54374,Other,English,Generic Product,UPI,6,Candy,37.33,Negative,Mobile,Edge,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-09-06,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,1,0,0,4,1,0,Other,26.46,2,1,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Ecommerce Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,9,14,0,Berlin,Germany,Express,0.77,00:04:00,1,3,Beverages & Snacks,Low,28.04,True,27.35,1
Brazil,54374,Other,English,Generic Product,Cash on Delivery,3,Snacks,30.33,Negative,Desktop,Firefox,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2025-03-01,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,0,0,0,4,1,0,Other,40.68,2,1,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Ecommerce Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,8,77,1,Sydney,Australia,Express,0.34,00:02:00,7,4,Candy & Gum,Low,97.55,True,18.24,0
Brazil,54374,Other,English,Generic Product,UPI,20,Gum,65.73,Negative,Mobile,Chrome,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-12-07,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,1,1,0,4,1,0,Other,41.32,2,1,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Ecommerce Data,Generic Retailer,New York,India,Gum,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,7,83,2,Mumbai,India,Express,0.54,00:05:00,20,3,Candy & Gum,Low,18.25,False,22.99,0
Germany,54374,Other,English,Generic Product,Credit Card,11,Gum,79.41,Negative,Mobile,Safari,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-11-20,Electronics,274.78623657940364,554.5922454579821,54.92351542889382,0,1,1,4,1,0,Other,3.0,2,1,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Ecommerce Data,Generic Retailer,New York,India,Beverages,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,4,25,1,Berlin,India,Express,0.27,00:10:00,15,4,Beverages & Snacks,High,36.11,False,22.2,0
India,54374,Other,English,Generic Product,PayPal,14,Chocolate,66.67,Negative,Tablet,Safari,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-10-22,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,0,1,0,4,1,0,Other,27.58,2,1,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Ecommerce Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,7,63,2,Mumbai,India,Standard,0.55,00:07:00,11,5,Candy & Gum,Low,75.29,False,19.85,1
Brazil,54374,Other,English,Generic Product,Credit Card,11,Gum,37.76,Negative,Desktop,Safari,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2025-01-21,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,1,0,1,4,1,0,Other,2.24,2,1,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Ecommerce Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,4,8,3,São Paulo,USA,Standard,0.0,00:04:00,8,3,Chocolate & Biscuits,Low,65.78,True,24.82,1
USA,54374,Other,English,Generic Product,Credit Card,2,Candy,34.69,Negative,Mobile,Safari,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-12-14,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,1,1,1,4,1,0,Other,12.28,2,1,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Ecommerce Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,7,79,2,New York,Germany,Standard,0.4,00:08:00,8,3,Candy & Gum,High,58.11,False,20.56,1
Germany,54374,Other,English,Generic Product,Credit Card,14,Chocolate,33.06,Negative,Tablet,Edge,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-09-23,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,0,1,0,4,1,0,Other,27.15,2,1,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Ecommerce Data,Generic Retailer,New York,India,Candy,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,7,60,1,Berlin,Australia,Express,0.87,00:09:00,6,1,Candy & Gum,High,52.99,False,16.02,1
UK,54374,Other,English,Generic Product,PayPal,15,Biscuits,28.2,Negative,Mobile,Edge,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2025-02-14,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,1,0,0,4,1,0,Other,25.1,2,1,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Ecommerce Data,Generic Retailer,New York,India,Gum,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,90,1,New York,India,Express,0.8,00:03:00,0,5,Beverages & Snacks,Low,84.34,True,7.11,1
Brazil,54374,Other,English,Generic Product,Credit Card,6,Biscuits,53.08,Negative,Tablet,Chrome,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2025-02-22,Electronics,274.78623657940364,554.5922454579821,54.92351542889382,0,0,0,4,1,0,Other,11.03,2,1,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Ecommerce Data,Generic Retailer,New York,India,Gum,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,8,12,3,São Paulo,UK,Express,0.94,00:09:00,2,4,Chocolate & Biscuits,High,23.49,True,22.32,1
India,54374,Other,English,Generic Product,PayPal,14,Chocolate,56.32,Negative,Desktop,Firefox,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-10-29,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,0,1,1,4,1,0,Other,42.59,2,1,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Ecommerce Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,7,38,3,London,UK,Standard,0.33,00:01:00,11,1,Chocolate & Biscuits,Low,44.25,False,14.2,0
Brazil,54374,Other,English,Generic Product,Credit Card,14,Candy,62.33,Negative,Mobile,Firefox,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-11-08,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,1,1,0,4,1,0,Other,20.63,2,1,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Ecommerce Data,Generic Retailer,New York,India,Snacks,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,2,50,0,London,Germany,Standard,0.44,00:09:00,7,4,Beverages & Snacks,High,15.55,True,8.84,1
Australia,54374,Other,English,Generic Product,PayPal,2,Candy,60.81,Negative,Desktop,Safari,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-11-23,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,0,0,0,4,1,0,Other,29.4,2,1,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Ecommerce Data,Generic Retailer,New York,India,Candy,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,9,63,0,Sydney,Australia,Standard,0.98,00:01:00,0,1,Beverages & Snacks,Low,59.59,False,24.06,1
Australia,54374,Other,English,Generic Product,UPI,17,Snacks,37.54,Negative,Desktop,Chrome,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-11-17,Electronics,274.78623657940364,554.5922454579821,54.92351542889382,0,1,1,4,1,0,Other,17.83,2,1,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Ecommerce Data,Generic Retailer,New York,India,Biscuits,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,3,54,1,New York,Brazil,Express,0.42,00:10:00,6,3,Beverages & Snacks,High,25.05,False,20.9,1
India,54374,Other,English,Generic Product,Credit Card,20,Chocolate,39.82,Negative,Tablet,Firefox,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-10-11,Electronics,274.78623657940364,554.5922454579821,54.92351542889382,1,1,1,4,1,0,Other,15.09,2,1,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Ecommerce Data,Generic Retailer,New York,India,Beverages,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,8,32,0,Mumbai,India,Express,0.8,00:02:00,9,2,Chocolate & Biscuits,Low,33.38,False,28.12,1
Australia,54374,Other,English,Generic Product,UPI,3,Snacks,60.89,Negative,Mobile,Chrome,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-09-26,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,1,0,0,4,1,0,Other,3.39,2,1,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Ecommerce Data,Generic Retailer,New York,India,Snacks,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,9,40,3,Sydney,UK,Standard,0.21,00:02:00,5,5,Beverages & Snacks,Low,47.13,True,4.96,0
USA,54374,Other,English,Generic Product,Credit Card,16,Biscuits,40.97,Negative,Mobile,Chrome,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2025-02-23,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,1,1,0,4,1,0,Other,1.03,2,1,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Ecommerce Data,Generic Retailer,New York,India,Snacks,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,10,9,0,London,USA,Express,0.66,00:05:00,3,1,Candy & Gum,Low,2.68,False,19.48,0
