Location,Product Name,Purchase History,Payment Method,Search Query,Survey Response,Device Type,Browser Type,Operating System,IP Address,Referral Source,Net Profit,Operating Expenses,Revenue Trend,Expense Breakdown,Gross vs Net Profit,Region-wise Revenue Contribution,Previous Category,Labor Cost,Raw Material Cost,Shipping Cost,Income Group,First Interaction Date,Awareness Stage,Consideration Stage,Intent Stage,Out of Stock Occurrences,Last Purchase Date,Product Price,#Fraud Flag,Average Resolution Time,Average Response Time,Ticket Resolution Time,Order Shipment Time,Placement Time,Delivery Time,Payment & Transaction Failures,Reasons for Payment Failure,source,Retailer_Name,Category,Seasonal_Trend,Stock_Availability,Shelf_Space_Allocation,Repeat_Purchase_Rate,Basket_Size,Cross_Purchased_Products,Brand_Substitution_Rate,Category_Share_in_Retailer_Sales,Competitor_Promotion_Impact,Retail_Foot_Traffic,Customer Segment,In_Store_Advertising_Effectiveness,Customer Segment Type,Region,Order_ID,Purchase_Frequency,Product_Views,Delivery_Location_City,Delivery_Location_Country,Shipping_Method,Return_Refund_Rate,Product_Bundling_Preferences,Discounted,Return_Rate,Channel,Churn_Risk
India,Generic Product,Electronics,Cash on Delivery,Chocolate,Negative,Tablet,Chrome,MacOS,0.197.144.161,Direct,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-12-04,1,1,1,1,2025-02-07,39.49,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Snacks,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,West,ORD10703,2,76,São Paulo,Germany,Standard,0.65,Chocolate & Biscuits,True,26.96,Mobile App,High
Germany,Generic Product,Beauty,UPI,Biscuits,Negative,Mobile,Chrome,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-07-19,0,0,0,1,2024-10-12,47.43,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Beverages,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,West,ORD10565,8,87,Sydney,Germany,Express,0.66,Candy & Gum,False,4.42,In-Store,High
India,Generic Product,Beauty,Cash on Delivery,Biscuits,Negative,Desktop,Safari,MacOS,0.197.144.161,Social Media,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-09-24,1,1,1,1,2025-02-15,1.42,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Beverages,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Budget,Medium,Returning,North,ORD10997,4,98,São Paulo,Australia,Standard,0.51,Beverages & Snacks,True,20.72,Mobile App,High
Australia,Generic Product,Clothing,UPI,Snacks,Negative,Desktop,Chrome,MacOS,0.197.144.161,Social Media,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Electronics,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-02-16,0,1,1,1,2024-12-05,17.83,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Biscuits,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,South,ORD10411,3,54,New York,Brazil,Express,0.42,Beverages & Snacks,False,20.9,Mobile App,High
UK,Generic Product,Clothing,Debit Card,Biscuits,Negative,Desktop,Chrome,MacOS,0.197.144.161,Social Media,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-06-30,0,1,1,1,2025-01-27,46.79,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Candy,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,South,ORD10180,3,79,Mumbai,Australia,Standard,0.05,Candy & Gum,True,27.15,Web,High
USA,Generic Product,Electronics,Debit Card,Candy,Negative,Tablet,Chrome,MacOS,0.197.144.161,Social Media,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-06-20,1,0,0,1,2024-10-05,20.99,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,East,ORD10536,6,66,São Paulo,UK,Express,0.07,Beverages & Snacks,True,6.94,Web,High
USA,Generic Product,Beauty,Credit Card,Gum,Negative,Desktop,Chrome,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Electronics,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-12-19,1,0,0,1,2024-09-07,6.29,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Beverages,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10718,10,42,São Paulo,UK,Standard,0.96,Beverages & Snacks,False,6.65,In-Store,High
USA,Generic Product,Grocery,PayPal,Candy,Negative,Desktop,Chrome,MacOS,0.197.144.161,Social Media,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-01-13,1,0,0,1,2024-11-09,4.83,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Biscuits,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,East,ORD10377,2,43,São Paulo,USA,Standard,0.87,Chocolate & Biscuits,False,26.27,Mobile App,High
Australia,Generic Product,Electronics,UPI,Biscuits,Negative,Mobile,Edge,MacOS,0.197.144.161,Social Media,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-04-27,1,1,0,1,2025-01-09,45.71,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Gum,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Budget,Medium,Returning,East,ORD10847,7,97,Mumbai,India,Standard,0.92,Beverages & Snacks,False,3.31,Mobile App,High
Brazil,Generic Product,Clothing,Debit Card,Biscuits,Negative,Desktop,Chrome,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-03-15,0,0,0,1,2025-02-25,25.75,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Gum,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10439,4,77,São Paulo,India,Express,0.96,Beverages & Snacks,False,24.39,Web,High
Germany,Generic Product,Beauty,Credit Card,Biscuits,Negative,Tablet,Safari,MacOS,0.197.144.161,Search,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Electronics,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-08-20,1,1,1,1,2025-01-27,33.59,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Candy,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Budget,Medium,Returning,South,ORD10962,6,47,Sydney,UK,Standard,0.04,Candy & Gum,False,25.15,In-Store,High
India,Generic Product,Clothing,PayPal,Candy,Negative,Mobile,Firefox,MacOS,0.197.144.161,Social Media,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Electronics,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-03-29,0,1,0,1,2025-01-22,41.93,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Gum,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Budget,Medium,Returning,East,ORD10087,2,7,São Paulo,India,Express,0.05,Candy & Gum,False,4.22,Web,High
USA,Generic Product,Electronics,Credit Card,Chocolate,Negative,Desktop,Chrome,MacOS,0.197.144.161,Direct,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-07-13,1,0,0,1,2024-11-26,11.73,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Gum,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,East,ORD10924,9,77,São Paulo,UK,Express,0.57,Beverages & Snacks,False,9.05,In-Store,High
Germany,Generic Product,Electronics,PayPal,Snacks,Negative,Desktop,Firefox,MacOS,0.197.144.161,Search,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-07-26,1,0,0,1,2024-09-05,35.6,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Beverages,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,West,ORD10937,9,84,London,USA,Standard,0.98,Chocolate & Biscuits,False,14.38,Mobile App,High
India,Generic Product,Clothing,UPI,Gum,Negative,Tablet,Firefox,MacOS,0.197.144.161,Social Media,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-01-03,0,0,0,1,2024-12-29,31.8,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Candy,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Budget,Medium,Returning,East,ORD10002,10,24,Berlin,USA,Standard,0.4,Beverages & Snacks,False,15.29,In-Store,High
Brazil,Generic Product,Clothing,Credit Card,Candy,Negative,Mobile,Firefox,MacOS,0.197.144.161,Social Media,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-02-14,1,1,0,1,2024-09-27,20.63,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Snacks,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,South,ORD10409,2,50,London,Germany,Standard,0.44,Beverages & Snacks,True,8.84,In-Store,High
India,Generic Product,Clothing,Cash on Delivery,Gum,Negative,Mobile,Edge,MacOS,0.197.144.161,Search,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Electronics,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-06-07,0,0,0,1,2024-12-05,34.2,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Biscuits,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Budget,Medium,Returning,East,ORD10157,10,32,London,UK,Standard,0.76,Beverages & Snacks,False,8.93,Web,High
USA,Generic Product,Grocery,Credit Card,Candy,Negative,Tablet,Chrome,MacOS,0.197.144.161,Direct,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-11-16,1,0,0,1,2024-10-17,19.98,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Biscuits,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,West,ORD10685,6,32,New York,India,Express,0.91,Candy & Gum,True,0.29,In-Store,High
Germany,Generic Product,Beauty,Debit Card,Snacks,Negative,Desktop,Edge,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-04-08,0,0,1,1,2024-12-26,26.49,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Budget,Medium,Returning,East,ORD10828,5,79,São Paulo,USA,Express,0.08,Chocolate & Biscuits,False,7.05,Web,High
UK,Generic Product,Electronics,Cash on Delivery,Snacks,Negative,Tablet,Chrome,MacOS,0.197.144.161,Direct,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-08-08,1,0,0,1,2024-11-16,22.19,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,East,ORD10219,9,32,São Paulo,India,Standard,0.14,Beverages & Snacks,True,11.65,Mobile App,High
USA,Generic Product,Electronics,Credit Card,Snacks,Negative,Tablet,Firefox,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-07-12,0,1,0,1,2025-02-28,23.31,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Biscuits,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10558,3,85,São Paulo,Germany,Express,0.58,Beverages & Snacks,False,8.27,Web,High
USA,Generic Product,Beauty,Cash on Delivery,Snacks,Negative,Mobile,Firefox,MacOS,0.197.144.161,Ads,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-09-09,1,1,0,1,2024-09-18,3.32,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Beverages,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,West,ORD10617,2,82,New York,Germany,Express,0.42,Candy & Gum,False,22.85,Mobile App,High
Germany,Generic Product,Clothing,PayPal,Chocolate,Negative,Tablet,Chrome,MacOS,0.197.144.161,Ads,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-12-14,0,0,1,1,2024-11-15,1.5,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Biscuits,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,South,ORD10713,4,95,São Paulo,USA,Standard,0.35,Chocolate & Biscuits,False,7.43,Mobile App,High
Australia,Generic Product,Grocery,Cash on Delivery,Gum,Negative,Mobile,Firefox,MacOS,0.197.144.161,Ads,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-02-16,0,1,1,1,2025-01-31,49.44,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Budget,Medium,Returning,South,ORD10046,6,41,São Paulo,Brazil,Standard,0.23,Candy & Gum,False,29.96,Web,High
UK,Generic Product,Beauty,Credit Card,Gum,Negative,Desktop,Firefox,MacOS,0.197.144.161,Ads,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Electronics,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-07-06,1,1,0,1,2024-09-20,41.86,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Gum,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,North,ORD10917,4,37,Sydney,UK,Express,0.41,Chocolate & Biscuits,True,20.71,Mobile App,High
USA,Generic Product,Electronics,Credit Card,Snacks,Negative,Tablet,Chrome,MacOS,0.197.144.161,Social Media,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-09-11,1,0,0,1,2025-02-11,18.59,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,North,ORD10619,6,30,New York,India,Standard,0.83,Beverages & Snacks,True,29.26,In-Store,High
Brazil,Generic Product,Grocery,UPI,Gum,Negative,Mobile,Safari,MacOS,0.197.144.161,Search,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-04-01,0,1,0,1,2024-11-25,8.82,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Beverages,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10821,5,41,Mumbai,Australia,Express,0.4,Candy & Gum,False,6.63,Web,High
Germany,Generic Product,Electronics,UPI,Snacks,Negative,Desktop,Chrome,MacOS,0.197.144.161,Ads,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-01-17,1,1,1,1,2025-01-02,44.02,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Beverages,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Budget,Medium,Returning,West,ORD10747,5,46,New York,UK,Standard,0.02,Beverages & Snacks,False,0.03,Web,High
Australia,Generic Product,Electronics,UPI,Biscuits,Negative,Mobile,Edge,MacOS,0.197.144.161,Social Media,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-04-27,1,1,0,1,2025-01-09,45.71,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Gum,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Budget,Medium,Returning,East,ORD10847,7,97,Mumbai,India,Standard,0.92,Beverages & Snacks,False,3.31,Mobile App,High
UK,Generic Product,Clothing,Debit Card,Candy,Negative,Mobile,Edge,MacOS,0.197.144.161,Ads,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-09-04,1,1,1,1,2024-11-23,36.94,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Candy,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Budget,Medium,Returning,West,ORD10977,8,68,New York,Brazil,Express,0.51,Chocolate & Biscuits,False,28.45,Mobile App,High
Brazil,Generic Product,Electronics,Debit Card,Snacks,Negative,Mobile,Firefox,MacOS,0.197.144.161,Ads,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-03-09,1,1,0,1,2025-02-24,5.77,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Snacks,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,West,ORD10433,5,54,Sydney,USA,Standard,0.8,Chocolate & Biscuits,False,11.32,Web,High
UK,Generic Product,Clothing,Cash on Delivery,Snacks,Negative,Tablet,Chrome,MacOS,0.197.144.161,Search,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-01-20,1,1,0,1,2025-02-11,19.89,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Candy,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,South,ORD10750,10,27,Mumbai,Germany,Standard,0.44,Candy & Gum,False,17.86,Web,High
Germany,Generic Product,Electronics,PayPal,Snacks,Negative,Desktop,Firefox,MacOS,0.197.144.161,Search,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-07-26,1,0,0,1,2024-09-05,35.6,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Beverages,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,West,ORD10937,9,84,London,USA,Standard,0.98,Chocolate & Biscuits,False,14.38,Mobile App,High
India,Generic Product,Clothing,UPI,Gum,Negative,Tablet,Edge,MacOS,0.197.144.161,Direct,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-09-24,1,0,0,1,2025-01-21,30.72,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Gum,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,East,ORD10632,7,1,New York,Australia,Express,0.99,Beverages & Snacks,True,13.72,In-Store,High
Brazil,Generic Product,Electronics,Debit Card,Candy,Negative,Mobile,Edge,MacOS,0.197.144.161,Social Media,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-06-18,1,0,0,1,2024-09-20,19.96,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Gum,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Budget,Medium,Returning,East,ORD10168,9,63,São Paulo,Brazil,Standard,0.08,Chocolate & Biscuits,False,15.99,Mobile App,High
Brazil,Generic Product,Electronics,Debit Card,Gum,Negative,Desktop,Firefox,MacOS,0.197.144.161,Search,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-02-02,0,0,1,1,2024-10-13,29.01,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Beverages,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,West,ORD10763,10,5,Mumbai,Brazil,Express,0.82,Beverages & Snacks,False,15.12,Web,High
Germany,Generic Product,Grocery,Cash on Delivery,Snacks,Negative,Tablet,Safari,MacOS,0.197.144.161,Ads,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-09-23,1,0,1,1,2024-12-05,43.45,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Candy,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,North,ORD10631,1,74,São Paulo,India,Express,0.03,Candy & Gum,True,10.57,Web,High
UK,Generic Product,Beauty,PayPal,Chocolate,Negative,Tablet,Chrome,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-09-07,1,0,1,1,2024-11-24,25.52,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,East,ORD10615,7,59,London,UK,Express,0.9,Chocolate & Biscuits,True,12.77,Web,High
India,Generic Product,Electronics,Credit Card,Gum,Negative,Desktop,Safari,MacOS,0.197.144.161,Ads,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Electronics,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-08-22,1,0,0,1,2025-02-10,47.78,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Candy,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,North,ORD10964,3,53,New York,Australia,Express,0.26,Beverages & Snacks,False,16.65,In-Store,High
India,Generic Product,Clothing,Credit Card,Gum,Negative,Tablet,Safari,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-06-02,1,0,1,1,2024-11-04,2.82,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Gum,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Budget,Medium,Returning,South,ORD10518,4,12,London,Germany,Express,0.7,Beverages & Snacks,True,27.49,Web,High
Brazil,Generic Product,Electronics,Debit Card,Snacks,Negative,Mobile,Firefox,MacOS,0.197.144.161,Ads,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-03-09,1,1,0,1,2025-02-24,5.77,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Snacks,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,West,ORD10433,5,54,Sydney,USA,Standard,0.8,Chocolate & Biscuits,False,11.32,Web,High
